,名次,馬號,馬名,騎師,練馬師,實際 負磅,排位 體重,檔位,頭馬 距離,沿途 走位,完成 時間,獨贏 賠率,Date,RaceNo,Venue,Class,Distance,VenueCondition,RaceStakes,WinnerNo,nHorse,Winner,PLACE
6,7,12,生生勝勝(C110),賀銘年,姚本輝,123,984,12,4-1/2,13 13 12 7,1:23.50,18.0,2022-04-16,1,沙田,第五班,1400米,好地,"HK$ 780,000",4,14,False,False
11,12,13,怪獸厨神(D411),潘明輝,何良,117,1031,5,7-3/4,5 6 8 12,1:24.02,26.0,2022-04-16,1,沙田,第五班,1400米,好地,"HK$ 780,000",4,14,False,False
13,14,14,龍鳳情祥(B185),黎海榮,文家良,118,1097,11,15-1/2,11 14 14 14,1:25.26,18.0,2022-04-16,1,沙田,第五班,1400米,好地,"HK$ 780,000",4,14,False,False
0,1,1,駿天使(G049),薛恩,方嘉柏,133,1086,12,-,5 5 1,1:08.71,12.0,2022-04-16,2,沙田,第四班,1200米,好地,"HK$ 1,040,000",1,12,True,True
2,3,2,夢幻人生(C166),梁家俊,徐雨石,128,1144,11,2-1/4,3 3 3,1:09.06,20.0,2022-04-16,2,沙田,第四班,1200米,好地,"HK$ 1,040,000",1,12,False,True
10,11,3,顏色王子(E418),希威森,韋達,125,1176,7,10-1/2,8 7 11,1:10.39,6.2,2022-04-16,2,沙田,第四班,1200米,好地,"HK$ 1,040,000",1,12,False,False
11,12,4,勁弗(G242),嘉里,大衛希斯,122,1195,10,12-1/4,7 9 12,1:10.65,52.0,2022-04-16,2,沙田,第四班,1200米,好地,"HK$ 1,040,000",1,12,False,False
8,9,5,鴻圖巨星(C163),班德禮,葉楚航,118,1103,8,6-1/4,10 11 9,1:09.71,74.0,2022-04-16,2,沙田,第四班,1200米,好地,"HK$ 1,040,000",1,12,False,False
6,7,6,勁得手(C030),周俊樂,容天鵬,116,1319,2,4-1/4,12 12 7,1:09.37,14.0,2022-04-16,2,沙田,第四班,1200米,好地,"HK$ 1,040,000",1,12,False,False
3,4,7,電子兄弟(E266),巴度,文家良,116,1261,5,2-3/4,2 2 4,1:09.16,2.5,2022-04-16,2,沙田,第四班,1200米,好地,"HK$ 1,040,000",1,12,False,False
7,8,8,添有運(E268),何澤堯,蘇偉賢,118,1168,1,5,11 10 8,1:09.49,10.0,2022-04-16,2,沙田,第四班,1200米,好地,"HK$ 1,040,000",1,12,False,False
5,6,9,極爽(C131),黃俊,丁冠豪,110,1122,4,4,9 8 6,1:09.36,29.0,2022-04-16,2,沙田,第四班,1200米,好地,"HK$ 1,040,000",1,12,False,False
9,10,10,勇猛精靈(G064),潘明輝,告東尼,112,1093,3,6-1/4,6 6 10,1:09.72,37.0,2022-04-16,2,沙田,第四班,1200米,好地,"HK$ 1,040,000",1,12,False,False
4,5,11,錶之智慧(D289),莫雷拉,蘇保羅,116,1237,9,3-1/2,4 4 5,1:09.26,6.3,2022-04-16,2,沙田,第四班,1200米,好地,"HK$ 1,040,000",1,12,False,False
1,2,12,友盈友福(D343),楊明綸,鄭俊偉,113,1095,6,2,1 1 2,1:09.02,9.5,2022-04-16,2,沙田,第四班,1200米,好地,"HK$ 1,040,000",1,12,False,True
1,2,1,金發銀發(G112),潘頓,呂健威,133,1137,7,短馬頭位,5 6 7 2,1:23.27,6.3,2022-04-16,3,沙田,第四班,1400米,好地,"HK$ 1,040,000",7,13,False,True
4,5,2,皇者驕傲(E351),薛恩,方嘉柏,133,1111,5,1,8 8 6 5,1:23.41,5.5,2022-04-16,3,沙田,第四班,1400米,好地,"HK$ 1,040,000",7,13,False,False
8,9,3,上校(D090),波健士,姚本輝,131,1173,6,2,3 3 3 9,1:23.57,10.0,2022-04-16,3,沙田,第四班,1400米,好地,"HK$ 1,040,000",7,13,False,False
2,3,4,飛天劍(C463),班德禮,丁冠豪,126,1053,10,頸位,2 2 2 3,1:23.29,10.0,2022-04-16,3,沙田,第四班,1400米,好地,"HK$ 1,040,000",7,13,False,True
12,13,5,八采(G280),巫顯東,徐雨石,123,1220,2,10-1/4,6 7 10 13,1:24.89,180.0,2022-04-16,3,沙田,第四班,1400米,好地,"HK$ 1,040,000",7,13,False,False
10,11,6,多多光彩(G167),馬雅,苗禮德,123,1163,8,3-1/4,7 5 4 11,1:23.77,31.0,2022-04-16,3,沙田,第四班,1400米,好地,"HK$ 1,040,000",7,13,False,False
0,1,7,獨角寶寶(C203),陳嘉熙,高伯新,118,1146,11,-,1 1 1 1,1:23.25,27.0,2022-04-16,3,沙田,第四班,1400米,好地,"HK$ 1,040,000",7,13,True,True
5,6,8,場長勝(E384),何澤堯,蘇偉賢,122,1119,13,1-3/4,12 12 11 6,1:23.52,13.0,2022-04-16,3,沙田,第四班,1400米,好地,"HK$ 1,040,000",7,13,False,False
7,8,9,揚揚大道(G050),梁家俊,羅富全,121,1197,1,2,9 9 9 8,1:23.57,15.0,2022-04-16,3,沙田,第四班,1400米,好地,"HK$ 1,040,000",7,13,False,False
6,7,10,勝利鐘聲(G116),楊明綸,鄭俊偉,120,1094,4,1-3/4,4 4 5 7,1:23.52,136.0,2022-04-16,3,沙田,第四班,1400米,好地,"HK$ 1,040,000",7,13,False,False
11,12,11,揚威四方(G026),希威森,何良,117,1022,3,5,11 11 12 12,1:24.05,168.0,2022-04-16,3,沙田,第四班,1400米,好地,"HK$ 1,040,000",7,13,False,False
9,10,12,揚帆順風(D201),巴度,文家良,117,1121,12,2-1/2,13 13 13 10,1:23.65,7.3,2022-04-16,3,沙田,第四班,1400米,好地,"HK$ 1,040,000",7,13,False,False
3,4,13,紅衣震撼(C366),莫雷拉,蘇保羅,116,1034,9,3/4,10 10 8 4,1:23.37,3.0,2022-04-16,3,沙田,第四班,1400米,好地,"HK$ 1,040,000",7,13,False,False
2,3,1,勝利之皇(E457),巴度,蘇偉賢,133,1098,1,2-3/4,6 5 3,1:09.54,10.0,2022-04-16,4,沙田,第四班,1200米,好地,"HK$ 1,040,000",10,12,False,True
3,4,2,年年豐盛(G185),何澤堯,姚本輝,130,1087,9,2-3/4,7 6 4,1:09.56,12.0,2022-04-16,4,沙田,第四班,1200米,好地,"HK$ 1,040,000",10,12,False,False
10,11,3,聚風雲(G128),楊明綸,丁冠豪,130,1092,3,6-3/4,3 7 11,1:10.20,2.2,2022-04-16,4,沙田,第四班,1200米,好地,"HK$ 1,040,000",10,12,False,False
4,5,4,必跑得(E464),薛恩,大衛希斯,126,1141,8,3-1/2,8 8 5,1:09.68,27.0,2022-04-16,4,沙田,第四班,1200米,好地,"HK$ 1,040,000",10,12,False,False
1,2,5,加州威勝(G160),潘頓,告東尼,124,1201,7,1-1/4,2 2 2,1:09.30,5.7,2022-04-16,4,沙田,第四班,1200米,好地,"HK$ 1,040,000",10,12,False,True
8,9,6,魅力星光(C540),希威森,韋達,124,1093,4,5-1/4,5 4 9,1:09.95,41.0,2022-04-16,4,沙田,第四班,1200米,好地,"HK$ 1,040,000",10,12,False,False
6,7,7,輗多福(E105),黃俊,徐雨石,119,1217,5,4-1/2,1 1 7,1:09.82,62.0,2022-04-16,4,沙田,第四班,1200米,好地,"HK$ 1,040,000",10,12,False,False
7,8,8,威武勇駒(E480),莫雷拉,賀賢,123,1051,12,4-3/4,11 11 8,1:09.89,10.0,2022-04-16,4,沙田,第四班,1200米,好地,"HK$ 1,040,000",10,12,False,False
11,12,9,同喜囍(G105),波健士,沈集成,123,1100,10,10,12 12 12,1:10.72,81.0,2022-04-16,4,沙田,第四班,1200米,好地,"HK$ 1,040,000",10,12,False,False
0,1,10,月球(D409),梁家俊,蘇保羅,121,1117,2,-,4 3 1,1:09.11,11.0,2022-04-16,4,沙田,第四班,1200米,好地,"HK$ 1,040,000",10,12,True,True
5,6,11,健康美麗(B384),周俊樂,文家良,116,1075,6,4-1/4,9 9 6,1:09.80,8.2,2022-04-16,4,沙田,第四班,1200米,好地,"HK$ 1,040,000",10,12,False,False
9,10,12,當家信心(E153),潘明輝,蔡約翰,113,1131,11,5-3/4,10 10 10,1:10.04,64.0,2022-04-16,4,沙田,第四班,1200米,好地,"HK$ 1,040,000",10,12,False,False
11,12,1,神龍駒(B108),希威森,韋達,133,1073,6,6-3/4,13 14 14 14 12,1:49.62,21.0,2022-04-16,5,沙田,第四班,1800米,好地,"HK$ 1,040,000",6,14,False,False
1,2,2,路路爽(G151),潘頓,羅富全,133,1128,4,1-1/4,4 4 5 4 2,1:48.75,4.5,2022-04-16,5,沙田,第四班,1800米,好地,"HK$ 1,040,000",6,14,False,True
13,14,3,精彩非凡(D327),陳嘉熙,方嘉柏,126,1181,5,7-3/4,1 2 2 3 14,1:49.78,35.0,2022-04-16,5,沙田,第四班,1800米,好地,"HK$ 1,040,000",6,14,False,False
9,10,4,機械戰士(C532),嘉里,姚本輝,131,1125,7,6,8 7 8 9 10,1:49.50,17.0,2022-04-16,5,沙田,第四班,1800米,好地,"HK$ 1,040,000",6,14,False,False
2,3,5,白鷺飛翔(A127),馬雅,苗禮德,131,1190,1,2,2 5 7 6 3,1:48.87,23.0,2022-04-16,5,沙田,第四班,1800米,好地,"HK$ 1,040,000",6,14,False,True
0,1,6,瑪神滿紛(E319),班德禮,容天鵬,130,1167,14,-,3 1 1 1 1,1:48.55,42.0,2022-04-16,5,沙田,第四班,1800米,好地,"HK$ 1,040,000",6,14,True,True
3,4,7,健康馬(G037),莫雷拉,鄭俊偉,124,1070,3,2-1/2,9 12 13 11 4,1:48.94,2.4,2022-04-16,5,沙田,第四班,1800米,好地,"HK$ 1,040,000",6,14,False,False
4,5,8,其利斷金(B426),黃俊,葉楚航,115,1146,12,3,7 3 3 2 5,1:49.05,116.0,2022-04-16,5,沙田,第四班,1800米,好地,"HK$ 1,040,000",6,14,False,False
5,6,9,紅麗舍(A005),周俊樂,文家良,117,1150,10,3-1/4,6 6 6 7 6,1:49.07,17.0,2022-04-16,5,沙田,第四班,1800米,好地,"HK$ 1,040,000",6,14,False,False
8,9,10,日輝煌(E339),潘明輝,沈集成,117,1093,11,5-3/4,14 13 11 13 9,1:49.45,26.0,2022-04-16,5,沙田,第四班,1800米,好地,"HK$ 1,040,000",6,14,False,False
10,11,11,伊貝(E372),何澤堯,大衛希斯,118,1050,13,6,12 8 4 5 11,1:49.51,16.0,2022-04-16,5,沙田,第四班,1800米,好地,"HK$ 1,040,000",6,14,False,False
6,7,12,興高采烈(E197),梁家俊,蘇保羅,119,1006,2,3-1/2,5 9 10 8 7,1:49.13,24.0,2022-04-16,5,沙田,第四班,1800米,好地,"HK$ 1,040,000",6,14,False,False
12,13,13,超班福星(C183),賀銘年,丁冠豪,117,1104,8,7-3/4,10 10 9 10 13,1:49.77,31.0,2022-04-16,5,沙田,第四班,1800米,好地,"HK$ 1,040,000",6,14,False,False
7,8,14,蓮花剛玉(E026),巴度,賀賢,115,1069,9,4-3/4,11 11 12 12 8,1:49.31,6.8,2022-04-16,5,沙田,第四班,1800米,好地,"HK$ 1,040,000",6,14,False,False
2,3,1,一定美麗(E279),莫雷拉,蔡約翰,133,1177,1,1-1/2,8 7 6 3,1:38.36,4.4,2022-04-16,6,沙田,第三班,1650米,好地,"HK$ 1,570,000",5,11,False,True
9,10,2,凌駕(C386),潘頓,蔡約翰,124,1115,5,7,7 8 8 10,1:39.24,10.0,2022-04-16,6,沙田,第三班,1650米,好地,"HK$ 1,570,000",5,11,False,False
6,7,3,都靈紅星(B092),希威森,韋達,123,1180,9,5-1/4,9 9 7 7,1:38.96,13.0,2022-04-16,6,沙田,第三班,1650米,好地,"HK$ 1,570,000",5,11,False,False
1,2,4,好好心得(D433),梁家俊,蘇保羅,122,1062,3,1-1/4,4 5 3 2,1:38.30,3.2,2022-04-16,6,沙田,第三班,1650米,好地,"HK$ 1,570,000",5,11,False,True
0,1,5,無心睡眠(D082),何澤堯,鄭俊偉,120,1076,2,-,5 4 5 1,1:38.12,6.9,2022-04-16,6,沙田,第三班,1650米,好地,"HK$ 1,570,000",5,11,True,True
5,6,6,天天精彩(C414),巴度,告東尼,118,1138,10,3-1/4,11 11 11 6,1:38.64,20.0,2022-04-16,6,沙田,第三班,1650米,好地,"HK$ 1,570,000",5,11,False,False
10,11,7,源源動力(D014),潘明輝,羅富全,115,1133,4,9-3/4,6 6 10 11,1:39.67,6.2,2022-04-16,6,沙田,第三班,1650米,好地,"HK$ 1,570,000",5,11,False,False
3,4,8,浪漫組合(D271),班德禮,沈集成,117,1128,6,2-1/2,2 2 2 4,1:38.52,20.0,2022-04-16,6,沙田,第三班,1650米,好地,"HK$ 1,570,000",5,11,False,False
4,5,9,雙天至尊(C293),黃俊,呂健威,109,1164,7,3,1 1 1 5,1:38.61,21.0,2022-04-16,6,沙田,第三班,1650米,好地,"HK$ 1,570,000",5,11,False,False
8,9,10,蝦餃燒賣(E147),楊明綸,丁冠豪,113,1152,11,6-3/4,3 3 4 9,1:39.21,25.0,2022-04-16,6,沙田,第三班,1650米,好地,"HK$ 1,570,000",5,11,False,False
7,8,11,但求快活(G133),黎海榮,大衛希斯,113,1102,8,5-1/4,10 10 9 8,1:38.97,68.0,2022-04-16,6,沙田,第三班,1650米,好地,"HK$ 1,570,000",5,11,False,False
0,1,1,時時滿意(G235),潘明輝,告東尼,131,1098,12,-,1 1 1,1:08.18,11.0,2022-04-16,9,沙田,第三班,1200米,好地,"HK$ 1,570,000",1,12,True,True
11,12,2,人和家興(E061),潘頓,大衛希斯,132,1184,7,10-1/4,4 4 12,1:09.82,10.0,2022-04-16,9,沙田,第三班,1200米,好地,"HK$ 1,570,000",1,12,False,False
10,11,3,新力寶(A379),周俊樂,蘇偉賢,128,1190,10,7-3/4,9 12 11,1:09.41,48.0,2022-04-16,9,沙田,第三班,1200米,好地,"HK$ 1,570,000",1,12,False,False
5,6,4,神之水滴(E260),波健士,蔡約翰,130,1139,1,5,11 6 6,1:08.99,10.0,2022-04-16,9,沙田,第三班,1200米,好地,"HK$ 1,570,000",1,12,False,False
8,9,5,鴻運飛鷹(D481),陳嘉熙,呂健威,125,1245,6,6-1/4,12 11 9,1:09.18,57.0,2022-04-16,9,沙田,第三班,1200米,好地,"HK$ 1,570,000",1,12,False,False
7,8,6,文明之星(D429),希威森,丁冠豪,126,1129,4,5-1/2,8 9 8,1:09.07,45.0,2022-04-16,9,沙田,第三班,1200米,好地,"HK$ 1,570,000",1,12,False,False
3,4,7,閃電(G130),莫雷拉,沈集成,123,1179,5,2-1/2,10 7 4,1:08.58,1.8,2022-04-16,9,沙田,第三班,1200米,好地,"HK$ 1,570,000",1,12,False,False
1,2,8,萬眾力得(D328),梁家俊,羅富全,120,1152,2,1-1/2,6 8 2,1:08.42,8.4,2022-04-16,9,沙田,第三班,1200米,好地,"HK$ 1,570,000",1,12,False,True
9,10,9,莫浪求(D200),巴度,方嘉柏,118,1205,11,7-1/2,7 10 10,1:09.37,19.0,2022-04-16,9,沙田,第三班,1200米,好地,"HK$ 1,570,000",1,12,False,False
4,5,10,牛皇頭(G233),何澤堯,鄭俊偉,118,1235,9,4,2 2 5,1:08.83,48.0,2022-04-16,9,沙田,第三班,1200米,好地,"HK$ 1,570,000",1,12,False,False
6,7,11,駿皇星(D144),馬雅,文家良,117,1101,3,5-1/2,3 3 7,1:09.07,17.0,2022-04-16,9,沙田,第三班,1200米,好地,"HK$ 1,570,000",1,12,False,False
2,3,12,龍騰飛翔(E360),班德禮,葉楚航,115,1205,8,1-3/4,5 5 3,1:08.45,11.0,2022-04-16,9,沙田,第三班,1200米,好地,"HK$ 1,570,000",1,12,False,True
3,4,1,一舖成名(B162),馬雅,葉楚航,133,1173,4,4-3/4,10 8 6 6 4,1:50.32,13.0,2022-04-20,1,跑馬地,第五班,1800米,好地,"HK$ 780,000",7,12,False,False
2,3,2,赤子雄心(E489),薛恩,方嘉柏,133,998,1,2-1/2,7 4 5 2 3,1:49.93,8.1,2022-04-20,1,跑馬地,第五班,1800米,好地,"HK$ 780,000",7,12,False,True
9,10,3,龍城愛將(E426),霍宏聲,苗禮德,133,1224,9,9-1/2,5 1 1 1 10,1:51.08,45.0,2022-04-20,1,跑馬地,第五班,1800米,好地,"HK$ 780,000",7,12,False,False
7,8,4,馬主星輝(B427),班德禮,蘇偉賢,129,1104,2,7,8 9 12 11 8,1:50.67,7.5,2022-04-20,1,跑馬地,第五班,1800米,好地,"HK$ 780,000",7,12,False,False
5,6,5,東方繁華(D232),周俊樂,徐雨石,125,1106,10,5-3/4,2 6 7 8 6,1:50.48,91.0,2022-04-20,1,跑馬地,第五班,1800米,好地,"HK$ 780,000",7,12,False,False
6,7,6,華美福星(E086),巴度,告東尼,124,1132,8,6-1/4,4 3 4 5 7,1:50.55,10.0,2022-04-20,1,跑馬地,第五班,1800米,好地,"HK$ 780,000",7,12,False,False
0,1,7,金剛福星(D017),莫雷拉,蔡約翰,123,1030,7,-,11 10 8 7 1,1:49.54,4.7,2022-04-20,1,跑馬地,第五班,1800米,好地,"HK$ 780,000",7,12,True,True
4,5,8,緣份(C535),潘頓,鄭俊偉,121,1066,5,5,6 7 9 10 5,1:50.34,3.5,2022-04-20,1,跑馬地,第五班,1800米,好地,"HK$ 780,000",7,12,False,False
8,9,9,勝出魅力(D192),田泰安,韋達,118,1222,6,7,9 11 10 12 9,1:50.68,6.2,2022-04-20,1,跑馬地,第五班,1800米,好地,"HK$ 780,000",7,12,False,False
11,12,10,奇妙飛揚(E326),賀銘年,呂健威,118,1106,3,13-3/4,1 2 3 3 12,1:51.73,51.0,2022-04-20,1,跑馬地,第五班,1800米,好地,"HK$ 780,000",7,12,False,False
1,2,11,世紀之威(D301),希威森,賀賢,117,939,12,2,12 12 11 9 2,1:49.86,28.0,2022-04-20,1,跑馬地,第五班,1800米,好地,"HK$ 780,000",7,12,False,True
10,11,12,總統之星(C170),波健士,沈集成,116,1118,11,11-3/4,3 5 2 4 11,1:51.41,28.0,2022-04-20,1,跑馬地,第五班,1800米,好地,"HK$ 780,000",7,12,False,False
9,10,1,翡翠鳳凰(D179),田泰安,羅富全,133,1154,6,6,1 1 1 10,1:40.98,3.4,2022-04-20,2,跑馬地,第四班,1650米,好地,"HK$ 1,040,000",5,12,False,False
3,4,2,皇者驕傲(E351),薛恩,方嘉柏,133,1099,7,1-3/4,9 9 8 4,1:40.30,7.2,2022-04-20,2,跑馬地,第四班,1650米,好地,"HK$ 1,040,000",5,12,False,False
11,12,3,帝豪大師(D225),潘明輝,沈集成,125,1041,10,8-1/4,11 10 11 12,1:41.36,27.0,2022-04-20,2,跑馬地,第四班,1650米,好地,"HK$ 1,040,000",5,12,False,False
6,7,4,三劍俠(E303),希威森,徐雨石,126,997,3,4-3/4,4 5 5 7,1:40.79,36.0,2022-04-20,2,跑馬地,第四班,1650米,好地,"HK$ 1,040,000",5,12,False,False
0,1,5,合夥年代(C534),何澤堯,蘇偉賢,124,1121,2,-,5 6 6 1,1:40.03,5.3,2022-04-20,2,跑馬地,第四班,1650米,好地,"HK$ 1,040,000",5,12,True,True
8,9,6,甲烷(C469),莫雷拉,告東尼,123,1083,5,5-1/2,6 2 3 9,1:40.92,8.3,2022-04-20,2,跑馬地,第四班,1650米,好地,"HK$ 1,040,000",5,12,False,False
1,2,7,一舖到位(G067),梁家俊,高伯新,123,1058,11,1,10 11 10 2,1:40.20,78.0,2022-04-20,2,跑馬地,第四班,1650米,好地,"HK$ 1,040,000",5,12,False,True
10,11,8,辣得傲(G202),周俊樂,文家良,120,1019,4,6-1/4,7 7 7 11,1:41.02,91.0,2022-04-20,2,跑馬地,第四班,1650米,好地,"HK$ 1,040,000",5,12,False,False
2,3,9,創建群英(D464),潘頓,丁冠豪,120,1045,9,1-1/4,2 3 2 3,1:40.22,9.1,2022-04-20,2,跑馬地,第四班,1650米,好地,"HK$ 1,040,000",5,12,False,True
7,8,10,順心寶(E313),嘉里,賀賢,119,1221,8,4-3/4,8 8 9 8,1:40.79,47.0,2022-04-20,2,跑馬地,第四班,1650米,好地,"HK$ 1,040,000",5,12,False,False
5,6,11,金獅大將(E057),賀銘年,大衛希斯,116,1099,12,2-3/4,12 12 12 6,1:40.47,11.0,2022-04-20,2,跑馬地,第四班,1650米,好地,"HK$ 1,040,000",5,12,False,False
4,5,12,獵狐者威(E296),巴度,呂健威,113,1044,1,2-1/2,3 4 4 5,1:40.44,5.9,2022-04-20,2,跑馬地,第四班,1650米,好地,"HK$ 1,040,000",5,12,False,False
7,8,1,讓愛高飛(E413),莫雷拉,告東尼,131,998,10,5-1/4,8 9 8,1:10.32,7.5,2022-04-20,3,跑馬地,第三班,1200米,好地,"HK$ 1,570,000",3,10,False,False
5,6,2,高耀智星(C067),霍宏聲,苗禮德,128,1140,7,4-1/2,7 7 6,1:10.20,9.5,2022-04-20,3,跑馬地,第三班,1200米,好地,"HK$ 1,570,000",3,10,False,False
0,1,3,南莊之歌(C480),巴度,沈集成,125,1220,1,-,1 1 1,1:09.48,4.5,2022-04-20,3,跑馬地,第三班,1200米,好地,"HK$ 1,570,000",3,10,True,True
9,10,4,豐盛多彩(G301),馬雅,高伯新,124,1071,8,12-1/4,9 8 10,1:11.46,52.0,2022-04-20,3,跑馬地,第三班,1200米,好地,"HK$ 1,570,000",3,10,False,False
8,9,5,騰龍駒(B349),梁家俊,容天鵬,123,1173,9,7,10 10 9,1:10.62,23.0,2022-04-20,3,跑馬地,第三班,1200米,好地,"HK$ 1,570,000",3,10,False,False
3,4,6,過河勁卒(C381),波健士,蔡約翰,122,1061,6,2-1/4,2 2 4,1:09.83,25.0,2022-04-20,3,跑馬地,第三班,1200米,好地,"HK$ 1,570,000",3,10,False,False
2,3,7,快搏(E434),潘頓,賀賢,121,1056,5,頸位,6 5 3,1:09.55,3.9,2022-04-20,3,跑馬地,第三班,1200米,好地,"HK$ 1,570,000",3,10,False,True
4,5,8,三生好運(C359),田泰安,羅富全,120,1119,3,3-3/4,4 4 5,1:10.08,5.4,2022-04-20,3,跑馬地,第三班,1200米,好地,"HK$ 1,570,000",3,10,False,False
1,2,9,自力更生(G209),何澤堯,呂健威,119,976,2,頸位,3 3 2,1:09.53,5.3,2022-04-20,3,跑馬地,第三班,1200米,好地,"HK$ 1,570,000",3,10,False,True
6,7,10,忠肝義膽(G153),黃俊,葉楚航,113,1206,4,5,5 6 7,1:10.27,39.0,2022-04-20,3,跑馬地,第三班,1200米,好地,"HK$ 1,570,000",3,10,False,False
0,1,1,極速奔馳(D262),梁家俊,姚本輝,130,1127,8,-,9 9 1,1:09.96,4.2,2022-04-20,4,跑馬地,第四班,1200米,好地,"HK$ 1,040,000",1,12,True,True
4,5,2,進優自在(D258),潘明輝,文家良,127,1082,10,2-1/4,4 6 5,1:10.31,35.0,2022-04-20,4,跑馬地,第四班,1200米,好地,"HK$ 1,040,000",1,12,False,False
9,10,3,健康心靈(G249),巴度,沈集成,126,1072,7,6,2 2 10,1:10.94,35.0,2022-04-20,4,跑馬地,第四班,1200米,好地,"HK$ 1,040,000",1,12,False,False
6,7,4,馬上旺(G276),何澤堯,呂健威,126,1132,9,3-1/2,8 8 7,1:10.53,39.0,2022-04-20,4,跑馬地,第四班,1200米,好地,"HK$ 1,040,000",1,12,False,False
2,3,5,對衡之星(E082),希威森,韋達,124,1169,11,1-3/4,10 10 3,1:10.21,5.9,2022-04-20,4,跑馬地,第四班,1200米,好地,"HK$ 1,040,000",1,12,False,True
10,11,6,超額認購(C361),嘉里,賀賢,124,1165,1,9,1 1 11,1:11.39,17.0,2022-04-20,4,跑馬地,第四班,1200米,好地,"HK$ 1,040,000",1,12,False,False
7,8,7,晨曦英雄(G024),薛恩,蘇保羅,122,1077,4,4-1/2,11 11 8,1:10.68,24.0,2022-04-20,4,跑馬地,第四班,1200米,好地,"HK$ 1,040,000",1,12,False,False
11,12,8,玉樹臨風(G044),周俊樂,徐雨石,119,1149,6,9-1/2,3 4 12,1:11.48,35.0,2022-04-20,4,跑馬地,第四班,1200米,好地,"HK$ 1,040,000",1,12,False,False
8,9,9,瀟灑一生(G243),馬雅,高伯新,122,1181,3,5-1/2,7 7 9,1:10.83,40.0,2022-04-20,4,跑馬地,第四班,1200米,好地,"HK$ 1,040,000",1,12,False,False
1,2,10,晉神(C476),田泰安,葉楚航,122,1059,12,1-1/4,12 12 2,1:10.14,12.0,2022-04-20,4,跑馬地,第四班,1200米,好地,"HK$ 1,040,000",1,12,False,True
3,4,11,峰爭(D472),潘頓,羅富全,121,1108,2,2,5 3 4,1:10.28,6.4,2022-04-20,4,跑馬地,第四班,1200米,好地,"HK$ 1,040,000",1,12,False,False
5,6,12,大醇威(D150),莫雷拉,方嘉柏,118,1170,5,2-1/2,6 5 6,1:10.35,2.9,2022-04-20,4,跑馬地,第四班,1200米,好地,"HK$ 1,040,000",1,12,False,False
11,12,1,電路七號(D474),潘明輝,告東尼,131,1125,12,10,3 1 12,0:59.07,19.0,2022-04-20,5,跑馬地,第四班,1000米,好地,"HK$ 1,040,000",11,12,False,False
10,11,2,銀河飛馬(C275),梁家俊,丁冠豪,129,1021,2,5,9 9 11,0:58.29,9.3,2022-04-20,5,跑馬地,第四班,1000米,好地,"HK$ 1,040,000",11,12,False,False
7,8,3,夢幻人生(C166),巫顯東,徐雨石,127,1127,11,3-1/4,4 6 8,0:58.00,39.0,2022-04-20,5,跑馬地,第四班,1000米,好地,"HK$ 1,040,000",11,12,False,False
4,5,4,幸運之神(G217),莫雷拉,方嘉柏,127,1210,4,1-1/2,10 10 5,0:57.71,6.4,2022-04-20,5,跑馬地,第四班,1000米,好地,"HK$ 1,040,000",11,12,False,False
6,7,5,善傳香江(G283),楊明綸,文家良,126,1221,5,2-3/4,6 3 7,0:57.91,39.0,2022-04-20,5,跑馬地,第四班,1000米,好地,"HK$ 1,040,000",11,12,False,False
9,10,6,鑽飾翱翔(G201),周俊樂,苗禮德,123,1170,7,4-3/4,1 2 10,0:58.22,56.0,2022-04-20,5,跑馬地,第四班,1000米,好地,"HK$ 1,040,000",11,12,False,False
8,9,7,嘭嘭聲(D015),嘉里,容天鵬,125,1183,8,3-1/2,7 8 9,0:58.05,40.0,2022-04-20,5,跑馬地,第四班,1000米,好地,"HK$ 1,040,000",11,12,False,False
5,6,8,特攻(G004),賀銘年,大衛希斯,125,1087,9,2-1/2,11 11 6,0:57.87,6.2,2022-04-20,5,跑馬地,第四班,1000米,好地,"HK$ 1,040,000",11,12,False,False
3,4,9,靚蝦女(E389),田泰安,韋達,124,1195,10,1,5 4 4,0:57.64,6.2,2022-04-20,5,跑馬地,第四班,1000米,好地,"HK$ 1,040,000",11,12,False,False
2,3,10,華麗活力(G051),潘頓,羅富全,122,1067,6,3/4,12 12 3,0:57.62,3.5,2022-04-20,5,跑馬地,第四班,1000米,好地,"HK$ 1,040,000",11,12,False,True
0,1,11,令才(D350),巴度,蘇偉賢,120,1089,3,-,2 5 1,0:57.48,12.0,2022-04-20,5,跑馬地,第四班,1000米,好地,"HK$ 1,040,000",11,12,True,True
1,2,12,快一步(D454),何澤堯,蘇保羅,118,1153,1,頸位,8 7 2,0:57.54,8.7,2022-04-20,5,跑馬地,第四班,1000米,好地,"HK$ 1,040,000",11,12,False,True
5,6,1,同舟共濟(G075),潘頓,沈集成,133,1097,1,4-1/2,10 9 8 10 10 6,2:16.51,2.6,2022-04-20,6,跑馬地,第三班,2200米,好地,"HK$ 1,570,000",10,11,False,False
2,3,2,三江飛輪(G138),巴度,姚本輝,133,1086,8,2,11 11 11 4 2 3,2:16.08,33.0,2022-04-20,6,跑馬地,第三班,2200米,好地,"HK$ 1,570,000",10,11,False,True
1,2,3,西利哥(D128),薛恩,羅富全,130,1124,3,1/2,8 8 9 1 1 2,2:15.86,11.0,2022-04-20,6,跑馬地,第三班,2200米,好地,"HK$ 1,570,000",10,11,False,True
